Word,task,rating,lexicalCategory,phonemes,totalMorphemes,concreteness,babyAVG
belt,written,2,noun,4.0,1,4.9,1.285714286
belt,written,0,noun,4.0,1,4.9,1.285714286
belt,written,1,noun,4.0,1,4.9,1.285714286
belt,written,4,noun,4.0,1,4.9,1.285714286
belt,written,4,noun,4.0,1,4.9,1.285714286
belt,written,0,noun,4.0,1,4.9,1.285714286
bench,written,-1,noun,5.0,1,4.87,2.0
bench,written,-2,noun,5.0,1,4.87,2.0
bench,written,-4,noun,5.0,1,4.87,2.0
bench,written,1,noun,5.0,1,4.87,2.0
bench,written,0,noun,5.0,1,4.87,2.0
bench,written,0,noun,5.0,1,4.87,2.0
bench,written,-5,noun,5.0,1,4.87,2.0
bench,written,3,noun,5.0,1,4.87,2.0
bench,written,0,noun,5.0,1,4.87,2.0
bench,written,-3,noun,5.0,1,4.87,2.0
bench,written,0,noun,5.0,1,4.87,2.0
bench,written,0,noun,5.0,1,4.87,2.0
better,written,2,adjective,4.0,1,1.91,2.4
better,written,3,adjective,4.0,1,1.91,2.4
better,written,-2,adjective,4.0,1,1.91,2.4
better,written,1,adjective,4.0,1,1.91,2.4
better,written,-4,adjective,4.0,1,1.91,2.4
better,written,0,adjective,4.0,1,1.91,2.4
better,written,0,adjective,4.0,1,1.91,2.4
better,written,-1,adjective,4.0,1,1.91,2.4
better,written,0,adjective,4.0,1,1.91,2.4
better,written,0,adjective,4.0,1,1.91,2.4
bib,written,0,noun,3.0,1,4.79,9.75
bib,written,0,noun,3.0,1,4.79,9.75
bib,written,-5,noun,3.0,1,4.79,9.75
bib,written,5,noun,3.0,1,4.79,9.75
bib,written,-1,noun,3.0,1,4.79,9.75
bib,written,-2,noun,3.0,1,4.79,9.75
bib,written,5,noun,3.0,1,4.79,9.75
bib,written,0,noun,3.0,1,4.79,9.75
bib,written,0,noun,3.0,1,4.79,9.75
bib,written,0,noun,3.0,1,4.79,9.75
bib,written,1,noun,3.0,1,4.79,9.75
bib,written,-2,noun,3.0,1,4.79,9.75
big,written,5,adjective,3.0,1,3.66,2.727272727
big,written,1,adjective,3.0,1,3.66,2.727272727
big,written,-2,adjective,3.0,1,3.66,2.727272727
big,written,-4,adjective,3.0,1,3.66,2.727272727
big,written,3,adjective,3.0,1,3.66,2.727272727
big,written,-3,adjective,3.0,1,3.66,2.727272727
big,written,5,adjective,3.0,1,3.66,2.727272727
big,written,0,adjective,3.0,1,3.66,2.727272727
big,written,2,adjective,3.0,1,3.66,2.727272727
big,written,5,adjective,3.0,1,3.66,2.727272727
big,written,0,adjective,3.0,1,3.66,2.727272727
bird,written,0,noun,3.0,1,5.0,2.375
bird,written,1,noun,3.0,1,5.0,2.375
bird,written,-1,noun,3.0,1,5.0,2.375
bird,written,2,noun,3.0,1,5.0,2.375
bird,written,0,noun,3.0,1,5.0,2.375
bird,written,2,noun,3.0,1,5.0,2.375
bird,written,0,noun,3.0,1,5.0,2.375
bird,written,-1,noun,3.0,1,5.0,2.375
bird,written,5,noun,3.0,1,5.0,2.375
bird,written,0,noun,3.0,1,5.0,2.375
bird,written,0,noun,3.0,1,5.0,2.375
bite,written,4,verb,3.0,1,4.44,3.615384615
bite,written,0,verb,3.0,1,4.44,3.615384615
bite,written,2,verb,3.0,1,4.44,3.615384615
bite,written,5,verb,3.0,1,4.44,3.615384615
bite,written,3,verb,3.0,1,4.44,3.615384615
bite,written,2,verb,3.0,1,4.44,3.615384615
bite,written,-3,verb,3.0,1,4.44,3.615384615
bite,written,1,verb,3.0,1,4.44,3.615384615
bite,written,3,verb,3.0,1,4.44,3.615384615
bite,written,4,verb,3.0,1,4.44,3.615384615
bite,written,4,verb,3.0,1,4.44,3.615384615
bite,written,2,verb,3.0,1,4.44,3.615384615
bite,written,4,verb,3.0,1,4.44,3.615384615
bite,written,-3,verb,3.0,1,4.44,3.615384615
black,written,-4,adjective,,1,3.76,2.5
black,written,1,adjective,,1,3.76,2.5
black,written,2,adjective,,1,3.76,2.5
black,written,5,adjective,,1,3.76,2.5
black,written,4,adjective,,1,3.76,2.5
black,written,1,adjective,,1,3.76,2.5
black,written,0,adjective,,1,3.76,2.5
black,written,1,adjective,,1,3.76,2.5
black,written,1,adjective,,1,3.76,2.5
black,written,0,adjective,,1,3.76,2.5
black,written,5,adjective,,1,3.76,2.5
black,written,5,adjective,,1,3.76,2.5
black,written,-1,adjective,,1,3.76,2.5
black,written,-1,adjective,,1,3.76,2.5
black,written,0,adjective,,1,3.76,2.5
black,written,-3,adjective,,1,3.76,2.5
black,written,5,adjective,,1,3.76,2.5
black,written,0,adjective,,1,3.76,2.5
black,written,0,adjective,,1,3.76,2.5
black,written,3,adjective,,1,3.76,2.5
black,written,1,adjective,,1,3.76,2.5
blanket,written,0,noun,7.0,1,5.0,8.916666667
blanket,written,0,noun,7.0,1,5.0,8.916666667
blanket,written,1,noun,7.0,1,5.0,8.916666667
blanket,written,0,noun,7.0,1,5.0,8.916666667
blanket,written,0,noun,7.0,1,5.0,8.916666667
blanket,written,1,noun,7.0,1,5.0,8.916666667
blanket,written,-5,noun,7.0,1,5.0,8.916666667
blanket,written,3,noun,7.0,1,5.0,8.916666667
blanket,written,-1,noun,7.0,1,5.0,8.916666667
blanket,written,2,noun,7.0,1,5.0,8.916666667
blanket,written,5,noun,7.0,1,5.0,8.916666667
blanket,written,-1,noun,7.0,1,5.0,8.916666667
blanket,written,-2,noun,7.0,1,5.0,8.916666667
blanket,written,0,noun,7.0,1,5.0,8.916666667
blanket,written,-1,noun,7.0,1,5.0,8.916666667
blanket,written,0,noun,7.0,1,5.0,8.916666667
blanket,written,0,noun,7.0,1,5.0,8.916666667
block,written,5,noun,4.0,1,4.48,4.473684211
block,written,5,noun,4.0,1,4.48,4.473684211
block,written,5,noun,4.0,1,4.48,4.473684211
block,written,-5,noun,4.0,1,4.48,4.473684211
block,written,0,noun,4.0,1,4.48,4.473684211
block,written,5,noun,4.0,1,4.48,4.473684211
block,written,1,noun,4.0,1,4.48,4.473684211
block,written,2,noun,4.0,1,4.48,4.473684211
block,written,0,noun,4.0,1,4.48,4.473684211
block,written,2,noun,4.0,1,4.48,4.473684211
block,written,3,noun,4.0,1,4.48,4.473684211
block,written,5,noun,4.0,1,4.48,4.473684211
block,written,5,noun,4.0,1,4.48,4.473684211
block,written,1,noun,4.0,1,4.48,4.473684211
blow,written,2,verb,3.0,1,3.74,2.5
blow,written,0,verb,3.0,1,3.74,2.5
blow,written,2,verb,3.0,1,3.74,2.5
blow,written,2,verb,3.0,1,3.74,2.5
blow,written,2,verb,3.0,1,3.74,2.5
blow,written,5,verb,3.0,1,3.74,2.5
blow,written,0,verb,3.0,1,3.74,2.5
blow,written,3,verb,3.0,1,3.74,2.5
blow,written,0,verb,3.0,1,3.74,2.5
blow,written,0,verb,3.0,1,3.74,2.5
blow,written,-1,verb,3.0,1,3.74,2.5
blue,written,0,adjective,3.0,1,3.76,7.333333333
blue,written,1,adjective,3.0,1,3.76,7.333333333
blue,written,0,adjective,3.0,1,3.76,7.333333333
blue,written,-1,adjective,3.0,1,3.76,7.333333333
blue,written,-2,adjective,3.0,1,3.76,7.333333333
blue,written,0,adjective,3.0,1,3.76,7.333333333
blue,written,1,adjective,3.0,1,3.76,7.333333333
blue,written,1,adjective,3.0,1,3.76,7.333333333
blue,written,1,adjective,3.0,1,3.76,7.333333333
blue,written,3,adjective,3.0,1,3.76,7.333333333
blue,written,0,adjective,3.0,1,3.76,7.333333333
blue,written,0,adjective,3.0,1,3.76,7.333333333
blue,written,0,adjective,3.0,1,3.76,7.333333333
blue,written,0,adjective,3.0,1,3.76,7.333333333
blue,written,-5,adjective,3.0,1,3.76,7.333333333
boat,written,4,noun,3.0,1,4.93,1.363636364
boat,written,2,noun,3.0,1,4.93,1.363636364
boat,written,-1,noun,3.0,1,4.93,1.363636364
boat,written,1,noun,3.0,1,4.93,1.363636364
boat,written,0,noun,3.0,1,4.93,1.363636364
boat,written,2,noun,3.0,1,4.93,1.363636364
boat,written,5,noun,3.0,1,4.93,1.363636364
boat,written,1,noun,3.0,1,4.93,1.363636364
boat,written,3,noun,3.0,1,4.93,1.363636364
boat,written,0,noun,3.0,1,4.93,1.363636364
boat,written,-2,noun,3.0,1,4.93,1.363636364
boat,written,0,noun,3.0,1,4.93,1.363636364
boat,written,1,noun,3.0,1,4.93,1.363636364
boat,written,0,noun,3.0,1,4.93,1.363636364
book,written,0,noun,3.0,1,4.9,4.7
book,written,1,noun,3.0,1,4.9,4.7
book,written,2,noun,3.0,1,4.9,4.7
book,written,1,noun,3.0,1,4.9,4.7
book,written,0,noun,3.0,1,4.9,4.7
book,written,-5,noun,3.0,1,4.9,4.7
book,written,1,noun,3.0,1,4.9,4.7
book,written,0,noun,3.0,1,4.9,4.7
book,written,1,noun,3.0,1,4.9,4.7
book,written,0,noun,3.0,1,4.9,4.7
book,written,0,noun,3.0,1,4.9,4.7
boots,written,0,noun,3.0,2,5.0,3.0
boots,written,0,noun,3.0,2,5.0,3.0
boots,written,1,noun,3.0,2,5.0,3.0
boots,written,2,noun,3.0,2,5.0,3.0
boots,written,-2,noun,3.0,2,5.0,3.0
boots,written,-2,noun,3.0,2,5.0,3.0
boots,written,-1,noun,3.0,2,5.0,3.0
boots,written,0,noun,3.0,2,5.0,3.0
boots,written,1,noun,3.0,2,5.0,3.0
boots,written,5,noun,3.0,2,5.0,3.0
bottle,written,0,noun,4.0,1,4.91,9.6
bottle,written,-1,noun,4.0,1,4.91,9.6
bottle,written,0,noun,4.0,1,4.91,9.6
bottle,written,3,noun,4.0,1,4.91,9.6
bottle,written,0,noun,4.0,1,4.91,9.6
bottle,written,0,noun,4.0,1,4.91,9.6
bottle,written,0,noun,4.0,1,4.91,9.6
bottle,written,-3,noun,4.0,1,4.91,9.6
bottle,written,0,noun,4.0,1,4.91,9.6
bottle,written,2,noun,4.0,1,4.91,9.6
bottle,written,3,noun,4.0,1,4.91,9.6
bottle,written,3,noun,4.0,1,4.91,9.6
bottle,written,0,noun,4.0,1,4.91,9.6
bottle,written,0,noun,4.0,1,4.91,9.6
bottle,written,2,noun,4.0,1,4.91,9.6
bottle,written,-1,noun,4.0,1,4.91,9.6
bowl,written,1,noun,3.0,1,4.87,4.4
bowl,written,0,noun,3.0,1,4.87,4.4
bowl,written,0,noun,3.0,1,4.87,4.4
bowl,written,4,noun,3.0,1,4.87,4.4
bowl,written,0,noun,3.0,1,4.87,4.4
bowl,written,5,noun,3.0,1,4.87,4.4
bowl,written,0,noun,3.0,1,4.87,4.4
bowl,written,1,noun,3.0,1,4.87,4.4
bowl,written,0,noun,3.0,1,4.87,4.4
bowl,written,3,noun,3.0,1,4.87,4.4
bowl,written,-2,noun,3.0,1,4.87,4.4
bowl,written,3,noun,3.0,1,4.87,4.4
bowl,written,3,noun,3.0,1,4.87,4.4
bowl,written,3,noun,3.0,1,4.87,4.4
box,written,0,noun,4.0,1,4.9,1.941176471
box,written,-2,noun,4.0,1,4.9,1.941176471
box,written,0,noun,4.0,1,4.9,1.941176471
box,written,3,noun,4.0,1,4.9,1.941176471
box,written,-1,noun,4.0,1,4.9,1.941176471
box,written,3,noun,4.0,1,4.9,1.941176471
box,written,2,noun,4.0,1,4.9,1.941176471
box,written,0,noun,4.0,1,4.9,1.941176471
box,written,1,noun,4.0,1,4.9,1.941176471
box,written,0,noun,4.0,1,4.9,1.941176471
box,written,0,noun,4.0,1,4.9,1.941176471
box,written,1,noun,4.0,1,4.9,1.941176471
box,written,1,noun,4.0,1,4.9,1.941176471
box,written,0,noun,4.0,1,4.9,1.941176471
box,written,4,noun,4.0,1,4.9,1.941176471
box,written,-3,noun,4.0,1,4.9,1.941176471
boy,written,5,noun,2.0,1,4.76,7.923076923
boy,written,0,noun,2.0,1,4.76,7.923076923
boy,written,1,noun,2.0,1,4.76,7.923076923
boy,written,5,noun,2.0,1,4.76,7.923076923
boy,written,0,noun,2.0,1,4.76,7.923076923
boy,written,5,noun,2.0,1,4.76,7.923076923
boy,written,0,noun,2.0,1,4.76,7.923076923
boy,written,0,noun,2.0,1,4.76,7.923076923
boy,written,1,noun,2.0,1,4.76,7.923076923
boy,written,0,noun,2.0,1,4.76,7.923076923
bread,written,-1,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,2,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,-2,noun,4.0,1,4.92,2.1
bread,written,1,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,0,noun,4.0,1,4.92,2.1
bread,written,5,noun,4.0,1,4.92,2.1
break,written,5,verb,4.0,1,3.71,4.7
break,written,4,verb,4.0,1,3.71,4.7
break,written,4,verb,4.0,1,3.71,4.7
break,written,2,verb,4.0,1,3.71,4.7
break,written,3,verb,4.0,1,3.71,4.7
break,written,2,verb,4.0,1,3.71,4.7
break,written,2,verb,4.0,1,3.71,4.7
break,written,5,verb,4.0,1,3.71,4.7
break,written,1,verb,4.0,1,3.71,4.7
break,written,1,verb,4.0,1,3.71,4.7
breakfast,written,-1,noun,8.0,1,4.43,4.7
breakfast,written,4,noun,8.0,1,4.43,4.7
breakfast,written,-5,noun,8.0,1,4.43,4.7
breakfast,written,0,noun,8.0,1,4.43,4.7
breakfast,written,0,noun,8.0,1,4.43,4.7
breakfast,written,0,noun,8.0,1,4.43,4.7
breakfast,written,3,noun,8.0,1,4.43,4.7
breakfast,written,3,noun,8.0,1,4.43,4.7
breakfast,written,5,noun,8.0,1,4.43,4.7
breakfast,written,2,noun,8.0,1,4.43,4.7
breakfast,written,3,noun,8.0,1,4.43,4.7
breakfast,written,-3,noun,8.0,1,4.43,4.7
bring,written,0,verb,4.0,1,2.55,3.1
bring,written,1,verb,4.0,1,2.55,3.1
bring,written,2,verb,4.0,1,2.55,3.1
bring,written,-2,verb,4.0,1,2.55,3.1
bring,written,0,verb,4.0,1,2.55,3.1
bring,written,1,verb,4.0,1,2.55,3.1
bring,written,0,verb,4.0,1,2.55,3.1
bring,written,0,verb,4.0,1,2.55,3.1
bring,written,0,verb,4.0,1,2.55,3.1
bring,written,1,verb,4.0,1,2.55,3.1
bring,written,0,verb,4.0,1,2.55,3.1
bring,written,-3,verb,4.0,1,2.55,3.1
bring,written,1,verb,4.0,1,2.55,3.1
bring,written,0,verb,4.0,1,2.55,3.1
bring,written,1,verb,4.0,1,2.55,3.1
broken,written,-1,adjective,6.0,2,4.11,2.0
broken,written,5,adjective,6.0,2,4.11,2.0
broken,written,5,adjective,6.0,2,4.11,2.0
broken,written,3,adjective,6.0,2,4.11,2.0
broken,written,3,adjective,6.0,2,4.11,2.0
broken,written,1,adjective,6.0,2,4.11,2.0
broken,written,0,adjective,6.0,2,4.11,2.0
broken,written,2,adjective,6.0,2,4.11,2.0
broken,written,-2,adjective,6.0,2,4.11,2.0
broken,written,-5,adjective,6.0,2,4.11,2.0
broken,written,5,adjective,6.0,2,4.11,2.0
broken,written,2,adjective,6.0,2,4.11,2.0
broom,written,3,noun,4.0,1,4.89,1.214285714
broom,written,-2,noun,4.0,1,4.89,1.214285714
broom,written,2,noun,4.0,1,4.89,1.214285714
broom,written,0,noun,4.0,1,4.89,1.214285714
broom,written,0,noun,4.0,1,4.89,1.214285714
broom,written,0,noun,4.0,1,4.89,1.214285714
broom,written,0,noun,4.0,1,4.89,1.214285714
broom,written,0,noun,4.0,1,4.89,1.214285714
broom,written,0,noun,4.0,1,4.89,1.214285714
broom,written,5,noun,4.0,1,4.89,1.214285714
broom,written,0,noun,4.0,1,4.89,1.214285714
broom,written,-2,noun,4.0,1,4.89,1.214285714
broom,written,2,noun,4.0,1,4.89,1.214285714
broom,written,0,noun,4.0,1,4.89,1.214285714
brother,written,-2,noun,5.0,1,4.43,5.3
brother,written,5,noun,5.0,1,4.43,5.3
brother,written,0,noun,5.0,1,4.43,5.3
brother,written,5,noun,5.0,1,4.43,5.3
brother,written,1,noun,5.0,1,4.43,5.3
brother,written,-4,noun,5.0,1,4.43,5.3
brother,written,0,noun,5.0,1,4.43,5.3
brother,written,1,noun,5.0,1,4.43,5.3
brother,written,2,noun,5.0,1,4.43,5.3
brother,written,-4,noun,5.0,1,4.43,5.3
brown,written,4,adjective,4.0,1,4.48,4.1
brown,written,1,adjective,4.0,1,4.48,4.1
brown,written,3,adjective,4.0,1,4.48,4.1
brown,written,-2,adjective,4.0,1,4.48,4.1
brown,written,0,adjective,4.0,1,4.48,4.1
brown,written,0,adjective,4.0,1,4.48,4.1
brown,written,5,adjective,4.0,1,4.48,4.1
brown,written,0,adjective,4.0,1,4.48,4.1
brown,written,0,adjective,4.0,1,4.48,4.1
brown,written,-3,adjective,4.0,1,4.48,4.1
brown,written,0,adjective,4.0,1,4.48,4.1
brown,written,0,adjective,4.0,1,4.48,4.1
brown,written,0,adjective,4.0,1,4.48,4.1
brown,written,0,adjective,4.0,1,4.48,4.1
brush,written,4,noun,4.0,1,4.54,2.3
brush,written,3,noun,4.0,1,4.54,2.3
brush,written,3,noun,4.0,1,4.54,2.3
brush,written,-1,noun,4.0,1,4.54,2.3
brush,written,1,noun,4.0,1,4.54,2.3
brush,written,2,noun,4.0,1,4.54,2.3
brush,written,0,noun,4.0,1,4.54,2.3
brush,written,1,noun,4.0,1,4.54,2.3
brush,written,0,noun,4.0,1,4.54,2.3
brush,written,1,noun,4.0,1,4.54,2.3
brush,written,5,noun,4.0,1,4.54,2.3
bubbles,written,5,noun,6.0,2,4.6,5.928571429
bubbles,written,3,noun,6.0,2,4.6,5.928571429
bubbles,written,2,noun,6.0,2,4.6,5.928571429
bubbles,written,2,noun,6.0,2,4.6,5.928571429
bubbles,written,5,noun,6.0,2,4.6,5.928571429
bubbles,written,4,noun,6.0,2,4.6,5.928571429
bubbles,written,-1,noun,6.0,2,4.6,5.928571429
bubbles,written,2,noun,6.0,2,4.6,5.928571429
bubbles,written,4,noun,6.0,2,4.6,5.928571429
bubbles,written,-1,noun,6.0,2,4.6,5.928571429
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,-5,noun,5.0,1,4.96,1.5
bucket,written,-2,noun,5.0,1,4.96,1.5
bucket,written,-2,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bucket,written,0,noun,5.0,1,4.96,1.5
bug,written,4,noun,3.0,1,5.0,3.076923077
bug,written,3,noun,3.0,1,5.0,3.076923077
bug,written,0,noun,3.0,1,5.0,3.076923077
bug,written,4,noun,3.0,1,5.0,3.076923077
bug,written,0,noun,3.0,1,5.0,3.076923077
bug,written,4,noun,3.0,1,5.0,3.076923077
bug,written,4,noun,3.0,1,5.0,3.076923077
bug,written,1,noun,3.0,1,5.0,3.076923077
bug,written,-1,noun,3.0,1,5.0,3.076923077
bug,written,0,noun,3.0,1,5.0,3.076923077
build,written,0,verb,4.0,1,3.71,2.428571429
build,written,0,verb,4.0,1,3.71,2.428571429
build,written,5,verb,4.0,1,3.71,2.428571429
build,written,0,verb,4.0,1,3.71,2.428571429
build,written,5,verb,4.0,1,3.71,2.428571429
build,written,-1,verb,4.0,1,3.71,2.428571429
build,written,0,verb,4.0,1,3.71,2.428571429
build,written,0,verb,4.0,1,3.71,2.428571429
build,written,0,verb,4.0,1,3.71,2.428571429
build,written,0,verb,4.0,1,3.71,2.428571429
build,written,2,verb,4.0,1,3.71,2.428571429
build,written,1,verb,4.0,1,3.71,2.428571429
build,written,3,verb,4.0,1,3.71,2.428571429
bump,written,2,verb,4.0,1,4.1,7.363636364
bump,written,2,verb,4.0,1,4.1,7.363636364
bump,written,4,verb,4.0,1,4.1,7.363636364
bump,written,1,verb,4.0,1,4.1,7.363636364
bump,written,5,verb,4.0,1,4.1,7.363636364
bump,written,4,verb,4.0,1,4.1,7.363636364
bump,written,3,verb,4.0,1,4.1,7.363636364
bump,written,4,verb,4.0,1,4.1,7.363636364
bump,written,5,verb,4.0,1,4.1,7.363636364
bump,written,3,verb,4.0,1,4.1,7.363636364
bump,written,4,verb,4.0,1,4.1,7.363636364
bunny,written,0,noun,4.0,1,4.97,2.8
bunny,written,0,noun,4.0,1,4.97,2.8
bunny,written,1,noun,4.0,1,4.97,2.8
bunny,written,1,noun,4.0,1,4.97,2.8
bunny,written,2,noun,4.0,1,4.97,2.8
bunny,written,2,noun,4.0,1,4.97,2.8
bunny,written,1,noun,4.0,1,4.97,2.8
bunny,written,1,noun,4.0,1,4.97,2.8
bunny,written,0,noun,4.0,1,4.97,2.8
bunny,written,2,noun,4.0,1,4.97,2.8
bunny,written,-4,noun,4.0,1,4.97,2.8
bunny,written,3,noun,4.0,1,4.97,2.8
bunny,written,1,noun,4.0,1,4.97,2.8
bunny,written,0,noun,4.0,1,4.97,2.8
bunny,written,-4,noun,4.0,1,4.97,2.8
bus,written,-4,noun,3.0,1,4.9,2.285714286
bus,written,-1,noun,3.0,1,4.9,2.285714286
bus,written,0,noun,3.0,1,4.9,2.285714286
bus,written,0,noun,3.0,1,4.9,2.285714286
bus,written,0,noun,3.0,1,4.9,2.285714286
bus,written,-1,noun,3.0,1,4.9,2.285714286
bus,written,-5,noun,3.0,1,4.9,2.285714286
bus,written,3,noun,3.0,1,4.9,2.285714286
bus,written,4,noun,3.0,1,4.9,2.285714286
bus,written,-2,noun,3.0,1,4.9,2.285714286
bus,written,-5,noun,3.0,1,4.9,2.285714286
bus,written,-4,noun,3.0,1,4.9,2.285714286
bus,written,2,noun,3.0,1,4.9,2.285714286
bus,written,0,noun,3.0,1,4.9,2.285714286
but,written,0,function,3.0,1,2.04,1.2
but,written,0,function,3.0,1,2.04,1.2
but,written,0,function,3.0,1,2.04,1.2
but,written,0,function,3.0,1,2.04,1.2
but,written,3,function,3.0,1,2.04,1.2
but,written,-2,function,3.0,1,2.04,1.2
but,written,0,function,3.0,1,2.04,1.2
but,written,-3,function,3.0,1,2.04,1.2
but,written,-2,function,3.0,1,2.04,1.2
but,written,0,function,3.0,1,2.04,1.2
but,written,1,function,3.0,1,2.04,1.2
but,written,3,function,3.0,1,2.04,1.2
but,written,0,function,3.0,1,2.04,1.2
but,written,0,function,3.0,1,2.04,1.2
but,written,0,function,3.0,1,2.04,1.2
butter,written,3,noun,4.0,1,4.9,2.4
butter,written,2,noun,4.0,1,4.9,2.4
butter,written,4,noun,4.0,1,4.9,2.4
butter,written,-5,noun,4.0,1,4.9,2.4
butter,written,0,noun,4.0,1,4.9,2.4
butter,written,0,noun,4.0,1,4.9,2.4
butter,written,0,noun,4.0,1,4.9,2.4
butter,written,2,noun,4.0,1,4.9,2.4
butter,written,0,noun,4.0,1,4.9,2.4
butter,written,-3,noun,4.0,1,4.9,2.4
butter,written,3,noun,4.0,1,4.9,2.4
buttocks,written,0,noun,6.0,2,4.83,4.818181818
buttocks,written,5,noun,6.0,2,4.83,4.818181818
buttocks,written,5,noun,6.0,2,4.83,4.818181818
buttocks,written,0,noun,6.0,2,4.83,4.818181818
buttocks,written,5,noun,6.0,2,4.83,4.818181818
buttocks,written,-5,noun,6.0,2,4.83,4.818181818
buttocks,written,-3,noun,6.0,2,4.83,4.818181818
buttocks,written,2,noun,6.0,2,4.83,4.818181818
buttocks,written,4,noun,6.0,2,4.83,4.818181818
buttocks,written,-5,noun,6.0,2,4.83,4.818181818
buttocks,written,-5,noun,6.0,2,4.83,4.818181818
buttocks,written,0,noun,6.0,2,4.83,4.818181818
button,written,0,noun,4.0,1,4.96,3.8
button,written,0,noun,4.0,1,4.96,3.8
button,written,0,noun,4.0,1,4.96,3.8
button,written,3,noun,4.0,1,4.96,3.8
button,written,0,noun,4.0,1,4.96,3.8
button,written,-1,noun,4.0,1,4.96,3.8
button,written,0,noun,4.0,1,4.96,3.8
button,written,0,noun,4.0,1,4.96,3.8
button,written,0,noun,4.0,1,4.96,3.8
button,written,3,noun,4.0,1,4.96,3.8
buy,written,0,verb,2.0,1,3.35,4.066666667
buy,written,-5,verb,2.0,1,3.35,4.066666667
buy,written,0,verb,2.0,1,3.35,4.066666667
buy,written,0,verb,2.0,1,3.35,4.066666667
buy,written,0,verb,2.0,1,3.35,4.066666667
buy,written,0,verb,2.0,1,3.35,4.066666667
buy,written,-3,verb,2.0,1,3.35,4.066666667
buy,written,5,verb,2.0,1,3.35,4.066666667
buy,written,0,verb,2.0,1,3.35,4.066666667
buy,written,0,verb,2.0,1,3.35,4.066666667
buy,written,4,verb,2.0,1,3.35,4.066666667
buy,written,-2,verb,2.0,1,3.35,4.066666667
by,written,0,function,2.0,1,1.55,2.083333333
by,written,0,function,2.0,1,1.55,2.083333333
by,written,0,function,2.0,1,1.55,2.083333333
by,written,1,function,2.0,1,1.55,2.083333333
by,written,-4,function,2.0,1,1.55,2.083333333
by,written,-2,function,2.0,1,1.55,2.083333333
by,written,5,function,2.0,1,1.55,2.083333333
by,written,0,function,2.0,1,1.55,2.083333333
by,written,0,function,2.0,1,1.55,2.083333333
by,written,0,function,2.0,1,1.55,2.083333333
by,written,3,function,2.0,1,1.55,2.083333333
bye,written,0,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,5,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,1,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,4,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,0,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,0,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,4,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,2,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,0,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,3,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,1,onomatopoeia and interjections,2.0,1,2.25,3.636363636
bye,written,-1,onomatopoeia and interjections,2.0,1,2.25,3.636363636
cake,written,5,noun,3.0,1,4.81,4.166666667
cake,written,2,noun,3.0,1,4.81,4.166666667
cake,written,0,noun,3.0,1,4.81,4.166666667
cake,written,0,noun,3.0,1,4.81,4.166666667
cake,written,0,noun,3.0,1,4.81,4.166666667
cake,written,0,noun,3.0,1,4.81,4.166666667
cake,written,2,noun,3.0,1,4.81,4.166666667
cake,written,1,noun,3.0,1,4.81,4.166666667
cake,written,1,noun,3.0,1,4.81,4.166666667
cake,written,-5,noun,3.0,1,4.81,4.166666667
cake,written,0,noun,3.0,1,4.81,4.166666667
cake,written,0,noun,3.0,1,4.81,4.166666667
cake,written,0,noun,3.0,1,4.81,4.166666667
camera,written,0,noun,6.0,1,5.0,4.9
camera,written,5,noun,6.0,1,5.0,4.9
camera,written,-1,noun,6.0,1,5.0,4.9
camera,written,3,noun,6.0,1,5.0,4.9
camera,written,0,noun,6.0,1,5.0,4.9
camera,written,5,noun,6.0,1,5.0,4.9
camera,written,0,noun,6.0,1,5.0,4.9
camera,written,1,noun,6.0,1,5.0,4.9
