Word,Word type,new AoA,Frequency,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,rating,phonemes,totalMorphemes,concreteness,babyAVG,Bigram,Conc.M,Conc.SD,Unknown,Total,SUBTLEX
albeit,,,,,,,,,,,,,,,0.0,1.46,0.9,2.0,28.0,38.0
alchemic,,,,,,,,,,,,,,,0.0,2.73,1.28,3.0,29.0,0.0
alchemically,,,,,,,,,,,,,,,0.0,2.08,1.23,3.0,29.0,1.0
alchemist,,,,,,,,,,,,,,,0.0,4.23,1.07,3.0,29.0,14.0
alchemy,,,,,,,,,,,,,,,0.0,2.1,1.32,1.0,30.0,11.0
alcoholically,,,,,,,,,,,,,,,0.0,2.4,1.41,4.0,29.0,0.0
alderwoman,,,,,,,,,,,,,,,0.0,3.92,1.35,4.0,30.0,0.0
alehouse,,,,,,,,,,,,,,,0.0,4.4,1.08,2.0,27.0,1.0
alertly,,,,,,,,,,,,,,,0.0,2.07,1.28,0.0,29.0,2.0
alertness,,,,,,,,,,,,,,,0.0,2.15,1.23,0.0,27.0,4.0
algae,,,,,,,,,,,,,,,0.0,4.93,0.27,0.0,27.0,22.0
algebraic,,,,,,,,,,,,,,,0.0,2.62,1.5,0.0,29.0,3.0
algebraically,,,,,,,,,,,,,,,0.0,2.29,1.33,0.0,28.0,0.0
alienability,,,,,,,,,,,,,,,0.0,1.84,0.83,3.0,22.0,0.0
alienable,,,,,,,,,,,,,,,0.0,1.82,1.02,0.0,28.0,0.0
alienator,,,,,,,,,,,,,,,0.0,2.08,1.2,3.0,29.0,0.0
aliens,,,,,,,,,,,,,,,0.0,3.86,1.3,0.0,28.0,491.0
alike,,,,,,,,,,,,,,,0.0,2.38,1.35,0.0,29.0,579.0
alikeness,,,,,,,,,,,,,,,0.0,2.23,1.31,1.0,27.0,0.0
aliveness,,,,,,,,,,,,,,,0.0,2.36,1.19,4.0,29.0,0.0
alkaline,,,,,,,,,,,,,,,0.0,3.48,1.55,0.0,29.0,16.0
alkalinity,,,,,,,,,,,,,,,0.0,2.84,1.57,2.0,27.0,0.0
alkalinize,,,,,,,,,,,,,,,0.0,2.4,1.44,4.0,29.0,1.0
alkalization,,,,,,,,,,,,,,,0.0,2.36,1.47,3.0,28.0,0.0
alkalize,,,,,,,,,,,,,,,0.0,2.85,1.32,2.0,28.0,1.0
alkaloid,,,,,,,,,,,,,,,0.0,3.38,1.42,3.0,29.0,8.0
allege,,,,,,,,,,,,,,,0.0,1.76,0.88,2.0,27.0,11.0
allegeable,,,,,,,,,,,,,,,0.0,1.92,0.95,4.0,29.0,0.0
allegedly,,,,,,,,,,,,,,,0.0,1.64,0.99,0.0,25.0,113.0
allegoric,,,,,,,,,,,,,,,0.0,1.72,1.14,3.0,28.0,0.0
allegorical,,,,,,,,,,,,,,,0.0,1.52,0.7,3.0,30.0,8.0
allegorically,,,,,,,,,,,,,,,0.0,1.37,0.88,0.0,27.0,0.0
allegorist,,,,,,,,,,,,,,,0.0,2.3,1.51,3.0,30.0,0.0
allegory,,,,,,,,,,,,,,,0.0,2.07,1.41,2.0,29.0,12.0
allergen,,,,,,,,,,,,,,,0.0,3.93,1.13,0.0,29.0,3.0
allergenic,,,,,,,,,,,,,,,0.0,2.43,1.19,2.0,32.0,0.0
allergist,,,,,,,,,,,,,,,0.0,4.0,1.17,3.0,29.0,2.0
alleviation,,,,,,,,,,,,,,,0.0,2.15,1.16,3.0,29.0,0.0
alleviative,,,,,,,,,,,,,,,0.0,2.04,1.14,1.0,29.0,0.0
alleviator,,,,,,,,,,,,,,,0.0,2.69,1.32,2.0,28.0,0.0
allies,,,,,,,,,,,,,,,0.0,3.48,1.25,0.0,27.0,260.0
alliterate,,,,,,,,,,,,,,,0.0,2.44,1.16,3.0,28.0,0.0
alliteration,,,,,,,,,,,,,,,0.0,2.25,1.45,3.0,27.0,9.0
allocable,,,,,,,,,,,,,,,0.0,1.79,0.88,4.0,28.0,0.0
allocate,,,,,,,,,,,,,,,0.0,2.38,1.31,1.0,25.0,8.0
allocation,,,,,,,,,,,,,,,0.0,2.32,1.39,0.0,28.0,10.0
allocator,,,,,,,,,,,,,,,0.0,2.78,1.31,1.0,28.0,0.0
allotment,,,,,,,,,,,,,,,0.0,2.88,1.45,0.0,26.0,19.0
allowable,,,,,,,,,,,,,,,0.0,2.17,1.26,0.0,30.0,5.0
allowableness,,,,,,,,,,,,,,,0.0,1.75,1.11,3.0,27.0,0.0
allowably,,,,,,,,,,,,,,,0.0,1.92,0.78,2.0,26.0,0.0
allspice,,,,,,,,,,,,,,,0.0,4.54,0.71,2.0,28.0,3.0
allude,,,,,,,,,,,,,,,0.0,1.81,1.14,0.0,27.0,10.0
allurer,,,,,,,,,,,,,,,0.0,2.23,1.27,3.0,29.0,0.0
alluringly,,,,,,,,,,,,,,,0.0,1.86,0.99,1.0,30.0,0.0
allusion,,,,,,,,,,,,,,,0.0,1.58,1.17,2.0,28.0,6.0
allusively,,,,,,,,,,,,,,,0.0,1.7,0.95,2.0,29.0,0.0
allusiveness,,,,,,,,,,,,,,,0.0,1.85,1.17,0.0,27.0,0.0
almightily,,,,,,,,,,,,,,,0.0,1.82,1.12,1.0,29.0,0.0
almightiness,,,,,,,,,,,,,,,0.0,1.34,0.83,0.0,32.0,2.0
aloe,,,,,,,,,,,,,,,0.0,4.83,0.76,1.0,30.0,15.0
aloft,,,,,,,,,,,,,,,0.0,2.64,1.37,0.0,28.0,37.0
aloneness,,,,,,,,,,,,,,,0.0,1.75,1.03,2.0,26.0,1.0
alongside,,,,,,,,,,,,,,,0.0,2.82,1.39,0.0,28.0,192.0
aloofly,,,,,,,,,,,,,,,0.0,1.82,0.8,2.0,24.0,0.0
aloofness,,,,,,,,,,,,,,,0.0,2.17,1.2,3.0,27.0,0.0
aloud,,,,,,,,,,,,,,,0.0,3.1,1.24,0.0,30.0,94.0
alpaca,,,,,,,,,,,,,,,0.0,4.81,0.57,4.0,30.0,10.0
alphabetic,,,,,,,,,,,,,,,0.0,3.04,1.51,0.0,27.0,0.0
alphabetically,,,,,,,,,,,,,,,0.0,3.74,1.43,0.0,27.0,30.0
alphabetization,,,,,,,,,,,,,,,0.0,2.31,1.28,0.0,29.0,0.0
alphabetize,,,,,,,,,,,,,,,0.0,3.13,1.33,0.0,30.0,5.0
alphanumeric,,,,,,,,,,,,,,,0.0,2.96,1.54,1.0,27.0,5.0
alphanumerical,,,,,,,,,,,,,,,0.0,3.32,1.47,0.0,28.0,0.0
already,,,,,,,,,,,,,,,0.0,1.64,1.08,0.0,25.0,16246.0
alright,,,,,,,,,,,,,,,0.0,1.93,1.18,1.0,29.0,4044.0
altarpiece,,,,,,,,,,,,,,,0.0,4.54,0.96,2.0,30.0,2.0
alterability,,,,,,,,,,,,,,,0.0,1.88,1.14,2.0,28.0,0.0
alterable,,,,,,,,,,,,,,,0.0,2.27,1.23,0.0,30.0,0.0
alternately,,,,,,,,,,,,,,,0.0,2.03,1.15,0.0,29.0,4.0
alternation,,,,,,,,,,,,,,,0.0,3.0,1.39,0.0,29.0,2.0
alternatively,,,,,,,,,,,,,,,0.0,1.92,1.23,1.0,27.0,5.0
alternativeness,,,,,,,,,,,,,,,0.0,1.85,0.83,3.0,29.0,0.0
alternator,,,,,,,,,,,,,,,0.0,4.27,1.04,1.0,27.0,18.0
alto,,,,,,,,,,,,,,,0.0,3.37,1.01,2.0,29.0,69.0
altogether,,,,,,,,,,,,,,,0.0,2.36,1.19,0.0,25.0,327.0
altruism,,,,,,,,,,,,,,,0.0,1.5,1.19,3.0,25.0,11.0
altruistic,,,,,,,,,,,,,,,0.0,1.96,1.37,0.0,27.0,18.0
altruistically,,,,,,,,,,,,,,,0.0,1.45,0.74,4.0,26.0,1.0
alum,,,,,,,,,,,,,,,0.0,3.96,1.37,3.0,27.0,7.0
aluminize,,,,,,,,,,,,,,,0.0,2.52,1.34,4.0,27.0,0.0
alumni,,,,,,,,,,,,,,,0.0,3.19,1.55,0.0,27.0,89.0
alzheimer,,,,,,,,,,,,,,,0.0,2.53,1.57,0.0,30.0,85.0
amass,,,,,,,,,,,,,,,0.0,2.28,1.34,4.0,29.0,3.0
amateurish,,,,,,,,,,,,,,,0.0,1.93,1.05,0.0,28.0,19.0
amateurishly,,,,,,,,,,,,,,,0.0,1.88,1.18,1.0,27.0,0.0
amateurishness,,,,,,,,,,,,,,,0.0,1.8,1.22,1.0,26.0,0.0
amateurism,,,,,,,,,,,,,,,0.0,1.67,1.04,0.0,27.0,1.0
amazedly,,,,,,,,,,,,,,,0.0,1.44,0.92,2.0,27.0,0.0
amazedness,,,,,,,,,,,,,,,0.0,1.62,0.8,3.0,29.0,0.0
amazingly,,,,,,,,,,,,,,,0.0,1.58,0.76,0.0,26.0,91.0
ambassadorial,,,,,,,,,,,,,,,0.0,1.77,0.92,3.0,25.0,2.0
ambassadorship,,,,,,,,,,,,,,,0.0,2.68,1.35,2.0,27.0,3.0
ambiance,,,,,,,,,,,,,,,0.0,2.31,1.42,0.0,29.0,8.0
ambidexterity,,,,,,,,,,,,,,,0.0,3.23,1.43,0.0,30.0,0.0
ambidexterous,,,,,,,,,,,,,,,0.0,3.31,1.37,1.0,30.0,0.0
ambidextrous,,,,,,,,,,,,,,,0.0,3.63,1.47,0.0,27.0,12.0
ambidextrously,,,,,,,,,,,,,,,0.0,3.14,1.6,1.0,29.0,0.0
ambidextrousness,,,,,,,,,,,,,,,0.0,2.93,1.52,1.0,28.0,0.0
ambiguity,,,,,,,,,,,,,,,0.0,1.3,0.82,0.0,27.0,14.0
ambiguously,,,,,,,,,,,,,,,0.0,1.56,1.12,0.0,27.0,0.0
ambiguousness,,,,,,,,,,,,,,,0.0,1.54,0.95,0.0,26.0,0.0
ambitionless,,,,,,,,,,,,,,,0.0,2.04,1.28,1.0,27.0,0.0
ambitiously,,,,,,,,,,,,,,,0.0,1.78,1.15,0.0,27.0,1.0
ambitiousness,,,,,,,,,,,,,,,0.0,1.78,1.09,2.0,29.0,0.0
ambivalence,,,,,,,,,,,,,,,0.0,1.7,0.82,2.0,29.0,12.0
ambivalent,,,,,,,,,,,,,,,0.0,1.21,0.57,1.0,29.0,12.0
ambling,,,,,,,,,,,,,,,0.0,2.44,1.36,3.0,28.0,1.0
ambulatory,,,,,,,,,,,,,,,0.0,2.92,1.47,1.0,27.0,12.0
ambusher,,,,,,,,,,,,,,,0.0,2.96,1.27,4.0,28.0,0.0
amen,,,,,,,,,,,,,,,0.0,1.78,1.15,1.0,28.0,1325.0
amenable,,,,,,,,,,,,,,,0.0,1.86,1.13,2.0,24.0,9.0
amendable,,,,,,,,,,,,,,,0.0,1.85,1.08,0.0,26.0,0.0
amendatory,,,,,,,,,,,,,,,0.0,1.6,1.0,4.0,29.0,0.0
amenity,,,,,,,,,,,,,,,0.0,2.86,1.36,1.0,30.0,0.0
americanize,,,,,,,,,,,,,,,0.0,1.79,1.1,1.0,25.0,1.0
amethyst,,,,,,,,,,,,,,,0.0,4.09,1.44,2.0,24.0,6.0
amicability,,,,,,,,,,,,,,,0.0,1.48,0.7,3.0,30.0,0.0
amicable,,,,,,,,,,,,,,,0.0,1.74,0.76,2.0,29.0,13.0
amicableness,,,,,,,,,,,,,,,0.0,1.58,0.96,1.0,32.0,0.0
amicably,,,,,,,,,,,,,,,0.0,2.11,1.05,1.0,28.0,10.0
amid,,,,,,,,,,,,,,,0.0,2.27,1.08,1.0,27.0,45.0
amidst,,,,,,,,,,,,,,,0.0,2.15,1.17,1.0,28.0,35.0
amigo,,,,,,,,,,,,,,,0.0,3.28,1.39,1.0,30.0,259.0
amiss,,,,,,,,,,,,,,,0.0,1.53,0.73,0.0,30.0,38.0
amnesiac,,,,,,,,,,,,,,,0.0,2.89,1.28,2.0,29.0,2.0
amoeba,,,,,,,,,,,,,,,0.0,3.77,1.14,0.0,26.0,16.0
amoebic,,,,,,,,,,,,,,,0.0,2.84,1.49,4.0,29.0,3.0
amok,,,,,,,,,,,,,,,0.0,2.0,1.26,3.0,24.0,26.0
among,,,,,,,,,,,,,,,0.0,2.38,1.45,1.0,30.0,1729.0
amongst,,,,,,,,,,,,,,,0.0,2.81,1.42,1.0,28.0,364.0
amoral,,,,,,,,,,,,,,,0.0,1.46,0.84,2.0,30.0,10.0
amorality,,,,,,,,,,,,,,,0.0,1.64,0.91,2.0,30.0,2.0
amorously,,,,,,,,,,,,,,,0.0,1.82,0.98,3.0,31.0,0.0
amorousness,,,,,,,,,,,,,,,0.0,1.92,0.81,3.0,28.0,0.0
amorphous,,,,,,,,,,,,,,,0.0,2.15,1.17,2.0,29.0,7.0
amorphously,,,,,,,,,,,,,,,0.0,1.96,1.19,4.0,27.0,0.0
amperage,,,,,,,,,,,,,,,0.0,3.08,1.55,2.0,27.0,5.0
amphetamine,,,,,,,,,,,,,,,0.0,4.18,1.25,0.0,28.0,15.0
amphibiously,,,,,,,,,,,,,,,0.0,2.65,1.38,3.0,29.0,0.0
amphitheater,,,,,,,,,,,,,,,0.0,4.36,1.13,1.0,29.0,5.0
ampleness,,,,,,,,,,,,,,,0.0,2.0,1.15,2.0,30.0,0.0
amplification,,,,,,,,,,,,,,,0.0,2.93,1.34,0.0,30.0,8.0
amplifier,,,,,,,,,,,,,,,0.0,4.79,0.62,0.0,29.0,16.0
amplify,,,,,,,,,,,,,,,0.0,2.96,1.13,0.0,27.0,19.0
amplitude,,,,,,,,,,,,,,,0.0,2.92,1.29,4.0,30.0,6.0
amply,,,,,,,,,,,,,,,0.0,2.0,1.27,1.0,28.0,18.0
amputee,,,,,,,,,,,,,,,0.0,4.79,0.42,0.0,28.0,10.0
amusable,,,,,,,,,,,,,,,0.0,2.14,1.36,1.0,30.0,0.0
amusedly,,,,,,,,,,,,,,,0.0,2.0,0.94,1.0,29.0,1.0
amuser,,,,,,,,,,,,,,,0.0,3.52,1.34,0.0,27.0,0.0
amusingly,,,,,,,,,,,,,,,0.0,2.0,1.13,0.0,29.0,4.0
anaerobic,,,,,,,,,,,,,,,0.0,2.64,1.37,1.0,29.0,4.0
anaesthetize,,,,,,,,,,,,,,,0.0,2.69,1.49,2.0,28.0,1.0
anagrams,,,,,,,,,,,,,,,0.0,3.17,1.49,4.0,28.0,12.0
analgesic,,,,,,,,,,,,,,,0.0,3.57,1.59,4.0,27.0,5.0
anally,,,,,,,,,,,,,,,0.0,2.92,1.57,4.0,30.0,5.0
analog,,,,,,,,,,,,,,,0.0,2.67,1.49,0.0,30.0,12.0
analogical,,,,,,,,,,,,,,,0.0,1.82,1.18,4.0,26.0,0.0
analogous,,,,,,,,,,,,,,,0.0,1.58,0.95,3.0,29.0,4.0
analogue,,,,,,,,,,,,,,,0.0,3.08,1.66,0.0,25.0,5.0
analyses,,,,,,,,,,,,,,,0.0,2.04,1.43,0.0,27.0,7.0
analytic,,,,,,,,,,,,,,,0.0,1.8,1.0,0.0,30.0,4.0
analytically,,,,,,,,,,,,,,,0.0,1.82,1.25,0.0,28.0,0.0
analytics,,,,,,,,,,,,,,,0.0,2.43,1.35,0.0,28.0,0.0
analyzability,,,,,,,,,,,,,,,0.0,1.93,1.22,0.0,29.0,0.0
analyzable,,,,,,,,,,,,,,,0.0,1.88,1.17,1.0,26.0,1.0
anamorphic,,,,,,,,,,,,,,,0.0,2.34,1.34,1.0,30.0,0.0
anarchic,,,,,,,,,,,,,,,0.0,1.75,0.89,1.0,29.0,2.0
anarchical,,,,,,,,,,,,,,,0.0,1.76,1.16,4.0,29.0,0.0
anarchism,,,,,,,,,,,,,,,0.0,1.92,1.18,1.0,25.0,2.0
anarchistic,,,,,,,,,,,,,,,0.0,1.88,1.01,0.0,25.0,1.0
anatomic,,,,,,,,,,,,,,,0.0,2.44,1.25,2.0,29.0,4.0
anatomical,,,,,,,,,,,,,,,0.0,3.07,1.33,0.0,29.0,16.0
anatomically,,,,,,,,,,,,,,,0.0,3.0,1.44,0.0,27.0,16.0
anatomist,,,,,,,,,,,,,,,0.0,3.59,1.37,1.0,28.0,3.0
anatomization,,,,,,,,,,,,,,,0.0,2.38,1.38,4.0,28.0,0.0
ancestors,,,,,,,,,,,,,,,0.0,3.36,1.38,0.0,25.0,279.0
ancestrally,,,,,,,,,,,,,,,0.0,2.33,1.31,1.0,25.0,2.0
anchored,,,,,,,,,,,,,,,0.0,3.72,1.31,0.0,29.0,36.0
anchorless,,,,,,,,,,,,,,,0.0,3.29,1.19,1.0,22.0,0.0
anchorman,,,,,,,,,,,,,,,0.0,4.72,0.8,0.0,29.0,18.0
anchorwoman,,,,,,,,,,,,,,,0.0,4.66,0.72,1.0,30.0,14.0
anchovy,,,,,,,,,,,,,,,0.0,4.96,0.19,1.0,29.0,7.0
anciently,,,,,,,,,,,,,,,0.0,2.4,1.32,2.0,27.0,1.0
androgyny,,,,,,,,,,,,,,,0.0,2.58,1.41,3.0,27.0,1.0
anecdotal,,,,,,,,,,,,,,,0.0,2.0,1.29,0.0,30.0,19.0
anecdotic,,,,,,,,,,,,,,,0.0,2.19,1.33,4.0,30.0,0.0
anemone,,,,,,,,,,,,,,,0.0,4.24,1.45,3.0,28.0,13.0
anesthesiology,,,,,,,,,,,,,,,0.0,3.59,1.26,2.0,24.0,9.0
anesthetist,,,,,,,,,,,,,,,0.0,3.32,1.44,3.0,28.0,6.0
anesthetization,,,,,,,,,,,,,,,0.0,2.81,1.17,1.0,27.0,0.0
anesthetize,,,,,,,,,,,,,,,0.0,3.48,1.45,1.0,30.0,14.0
aneurism,,,,,,,,,,,,,,,0.0,3.56,1.47,2.0,27.0,6.0
anew,,,,,,,,,,,,,,,0.0,1.72,0.94,1.0,26.0,44.0
angelfish,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,27.0,5.0
angelical,,,,,,,,,,,,,,,0.0,2.65,1.2,2.0,28.0,1.0
angelically,,,,,,,,,,,,,,,0.0,2.23,1.1,0.0,30.0,3.0
angers,,,,,,,,,,,,,,,0.0,2.27,1.22,1.0,27.0,19.0
angioplasty,,,,,,,,,,,,,,,0.0,3.52,1.35,1.0,30.0,16.0
angled,,,,,,,,,,,,,,,0.0,3.34,1.14,0.0,29.0,12.0
angler,,,,,,,,,,,,,,,0.0,4.14,1.3,1.0,29.0,19.0
angles,,,,,,,,,,,,,,,0.0,3.59,1.34,0.0,27.0,164.0
angleworm,,,,,,,,,,,,,,,0.0,4.48,1.0,4.0,29.0,1.0
angling,,,,,,,,,,,,,,,0.0,2.74,1.38,1.0,28.0,22.0
angrily,,,,,,,,,,,,,,,0.0,2.52,1.45,0.0,27.0,20.0
angriness,,,,,,,,,,,,,,,0.0,2.43,1.29,0.0,28.0,0.0
angular,,,,,,,,,,,,,,,0.0,3.07,1.46,1.0,30.0,7.0
angus,,,,,,,,,,,,,,,0.0,4.19,1.33,3.0,30.0,208.0
animalistic,,,,,,,,,,,,,,,0.0,2.39,1.2,0.0,28.0,5.0
animalize,,,,,,,,,,,,,,,0.0,2.33,1.2,4.0,28.0,0.0
animate,,,,,,,,,,,,,,,0.0,3.04,1.58,0.0,27.0,3.0
animatedly,,,,,,,,,,,,,,,0.0,2.19,1.02,3.0,29.0,0.0
animating,,,,,,,,,,,,,,,0.0,3.08,1.47,0.0,26.0,4.0
animator,,,,,,,,,,,,,,,0.0,4.0,1.0,0.0,29.0,2.0
anime,,,,,,,,,,,,,,,0.0,3.62,1.42,1.0,30.0,6.0
anklebone,,,,,,,,,,,,,,,0.0,4.92,0.27,1.0,27.0,1.0
annexation,,,,,,,,,,,,,,,0.0,2.32,1.31,4.0,29.0,7.0
annihilative,,,,,,,,,,,,,,,0.0,1.96,1.02,4.0,27.0,0.0
annihilator,,,,,,,,,,,,,,,0.0,2.85,1.35,3.0,29.0,0.0
annotate,,,,,,,,,,,,,,,0.0,3.0,1.36,1.0,30.0,3.0
annotation,,,,,,,,,,,,,,,0.0,3.06,1.37,0.0,32.0,0.0
annotative,,,,,,,,,,,,,,,0.0,1.92,1.16,4.0,30.0,0.0
annotator,,,,,,,,,,,,,,,0.0,3.52,1.23,4.0,29.0,0.0
annoyer,,,,,,,,,,,,,,,0.0,3.03,1.38,2.0,33.0,1.0
annoyingly,,,,,,,,,,,,,,,0.0,2.04,1.28,1.0,27.0,11.0
annoyingness,,,,,,,,,,,,,,,0.0,1.75,1.03,3.0,27.0,0.0
annually,,,,,,,,,,,,,,,0.0,2.77,1.38,0.0,30.0,25.0
annuity,,,,,,,,,,,,,,,0.0,2.64,1.52,1.0,29.0,18.0
annunciation,,,,,,,,,,,,,,,0.0,2.0,1.25,2.0,26.0,1.0
anoint,,,,,,,,,,,,,,,0.0,2.84,1.31,4.0,29.0,10.0
anointer,,,,,,,,,,,,,,,0.0,3.35,1.5,2.0,28.0,0.0
anointment,,,,,,,,,,,,,,,0.0,2.8,1.32,3.0,28.0,0.0
anonymously,,,,,,,,,,,,,,,0.0,2.0,1.18,0.0,31.0,35.0
anonymousness,,,,,,,,,,,,,,,0.0,2.07,1.44,1.0,28.0,0.0
anorexia,,,,,,,,,,,,,,,0.0,3.41,1.3,0.0,29.0,13.0
answerability,,,,,,,,,,,,,,,0.0,1.26,0.62,4.0,27.0,0.0
answerable,,,,,,,,,,,,,,,0.0,1.93,1.15,0.0,28.0,9.0
answerably,,,,,,,,,,,,,,,0.0,1.64,0.85,3.0,25.0,0.0
answerer,,,,,,,,,,,,,,,0.0,3.56,1.48,3.0,30.0,0.0
answerless,,,,,,,,,,,,,,,0.0,2.08,1.16,3.0,29.0,0.0
antacid,,,,,,,,,,,,,,,0.0,4.25,1.17,0.0,28.0,16.0
antagonism,,,,,,,,,,,,,,,0.0,2.33,1.27,0.0,30.0,11.0
antagonist,,,,,,,,,,,,,,,0.0,2.75,1.46,0.0,28.0,13.0
antagonistically,,,,,,,,,,,,,,,0.0,2.19,1.17,3.0,29.0,0.0
ante,,,,,,,,,,,,,,,0.0,3.0,1.6,4.0,27.0,111.0
anteater,,,,,,,,,,,,,,,0.0,4.86,0.44,1.0,30.0,11.0
antennae,,,,,,,,,,,,,,,0.0,4.85,0.54,0.0,26.0,28.0
anthologist,,,,,,,,,,,,,,,0.0,3.52,1.4,3.0,30.0,0.0
anthology,,,,,,,,,,,,,,,0.0,3.07,1.41,1.0,30.0,14.0
anthropologically,,,,,,,,,,,,,,,0.0,1.95,1.13,3.0,25.0,5.0
anthropomorphic,,,,,,,,,,,,,,,0.0,2.5,1.35,4.0,28.0,0.0
antibacterial,,,,,,,,,,,,,,,0.0,3.17,1.23,0.0,29.0,17.0
antibody,,,,,,,,,,,,,,,0.0,3.48,1.64,0.0,29.0,13.0
antic,,,,,,,,,,,,,,,0.0,2.16,1.52,2.0,27.0,4.0
anticensorship,,,,,,,,,,,,,,,0.0,1.78,1.34,3.0,30.0,0.0
antichristian,,,,,,,,,,,,,,,0.0,2.0,1.13,0.0,29.0,0.0
antichurch,,,,,,,,,,,,,,,0.0,2.5,1.43,3.0,23.0,0.0
anticipative,,,,,,,,,,,,,,,0.0,1.81,1.06,3.0,29.0,0.0
anticipator,,,,,,,,,,,,,,,0.0,2.52,1.29,2.0,27.0,0.0
anticipatory,,,,,,,,,,,,,,,0.0,1.69,1.05,3.0,29.0,6.0
anticlimactic,,,,,,,,,,,,,,,0.0,2.0,1.14,1.0,28.0,10.0
anticlimax,,,,,,,,,,,,,,,0.0,1.81,1.14,2.0,29.0,4.0
anticlockwise,,,,,,,,,,,,,,,0.0,2.96,1.49,4.0,28.0,2.0
anticoagulant,,,,,,,,,,,,,,,0.0,3.46,1.59,3.0,27.0,3.0
anticoagulation,,,,,,,,,,,,,,,0.0,2.76,1.56,4.0,29.0,2.0
anticommunism,,,,,,,,,,,,,,,0.0,1.63,0.88,2.0,29.0,1.0
anticommunist,,,,,,,,,,,,,,,0.0,2.46,1.45,2.0,28.0,1.0
anticonvulsive,,,,,,,,,,,,,,,0.0,2.78,1.38,3.0,26.0,0.0
anticorrosive,,,,,,,,,,,,,,,0.0,2.92,1.38,0.0,26.0,1.0
antidemocratic,,,,,,,,,,,,,,,0.0,2.08,1.29,4.0,29.0,1.0
antidepressant,,,,,,,,,,,,,,,0.0,3.8,1.54,0.0,30.0,18.0
antiestablishment,,,,,,,,,,,,,,,0.0,2.3,1.35,3.0,30.0,3.0
antifeminism,,,,,,,,,,,,,,,0.0,2.0,1.25,3.0,27.0,0.0
antifeminist,,,,,,,,,,,,,,,0.0,2.12,1.37,1.0,27.0,2.0
antifoaming,,,,,,,,,,,,,,,0.0,3.32,1.25,4.0,29.0,0.0
antifreeze,,,,,,,,,,,,,,,0.0,4.54,0.79,0.0,28.0,16.0
antifundamentalist,,,,,,,,,,,,,,,0.0,1.73,1.16,4.0,26.0,0.0
antifungal,,,,,,,,,,,,,,,0.0,3.55,1.12,0.0,29.0,1.0
antigambling,,,,,,,,,,,,,,,0.0,1.81,1.33,3.0,29.0,0.0
antiglare,,,,,,,,,,,,,,,0.0,3.09,1.62,4.0,27.0,0.0
antigovernment,,,,,,,,,,,,,,,0.0,1.85,0.95,1.0,28.0,4.0
antigrowth,,,,,,,,,,,,,,,0.0,2.36,1.5,4.0,26.0,0.0
antihero,,,,,,,,,,,,,,,0.0,2.72,1.28,0.0,29.0,1.0
antiheroic,,,,,,,,,,,,,,,0.0,1.54,0.65,3.0,29.0,0.0
antihistamine,,,,,,,,,,,,,,,0.0,3.68,1.6,2.0,27.0,12.0
antihuman,,,,,,,,,,,,,,,0.0,1.58,0.88,4.0,28.0,1.0
antimatter,,,,,,,,,,,,,,,0.0,1.77,1.03,3.0,29.0,10.0
antimilitarist,,,,,,,,,,,,,,,0.0,2.74,1.63,2.0,29.0,0.0
antimilitary,,,,,,,,,,,,,,,0.0,1.7,1.06,0.0,30.0,1.0
antimonarchical,,,,,,,,,,,,,,,0.0,1.83,1.15,4.0,27.0,0.0
antinationalist,,,,,,,,,,,,,,,0.0,2.16,1.37,3.0,28.0,0.0
antioxidant,,,,,,,,,,,,,,,0.0,3.59,1.28,0.0,27.0,1.0
antipasto,,,,,,,,,,,,,,,0.0,3.96,1.56,3.0,30.0,8.0
antipathy,,,,,,,,,,,,,,,0.0,1.55,0.74,3.0,25.0,4.0
antipatriotic,,,,,,,,,,,,,,,0.0,1.9,1.21,0.0,30.0,0.0
antipersonnel,,,,,,,,,,,,,,,0.0,2.33,1.31,3.0,27.0,5.0
antiperspirant,,,,,,,,,,,,,,,0.0,4.25,0.97,0.0,28.0,7.0
antipoetic,,,,,,,,,,,,,,,0.0,1.62,0.71,3.0,27.0,0.0
antipollution,,,,,,,,,,,,,,,0.0,2.22,1.22,2.0,29.0,0.0
antipoverty,,,,,,,,,,,,,,,0.0,1.9,1.05,0.0,29.0,0.0
antipsychotic,,,,,,,,,,,,,,,0.0,2.25,1.42,3.0,27.0,6.0
antiquate,,,,,,,,,,,,,,,0.0,1.8,1.08,4.0,29.0,0.0
antiquation,,,,,,,,,,,,,,,0.0,1.93,1.11,2.0,29.0,0.0
antiquely,,,,,,,,,,,,,,,0.0,2.04,1.04,1.0,27.0,0.0
antiquing,,,,,,,,,,,,,,,0.0,3.29,1.15,2.0,23.0,10.0
antiquity,,,,,,,,,,,,,,,0.0,2.13,1.25,0.0,30.0,14.0
antirealism,,,,,,,,,,,,,,,0.0,1.46,0.79,1.0,29.0,0.0
antireligious,,,,,,,,,,,,,,,0.0,1.63,0.88,1.0,28.0,0.0
antirevolutionary,,,,,,,,,,,,,,,0.0,1.58,0.76,4.0,30.0,0.0
antirust,,,,,,,,,,,,,,,0.0,1.96,1.32,0.0,27.0,0.0
antisemitic,,,,,,,,,,,,,,,0.0,2.2,1.41,4.0,29.0,0.0
