Word,Word type,new AoA,Frequency,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,rating,phonemes,totalMorphemes,concreteness,babyAVG,Bigram,Conc.M,Conc.SD,Unknown,Total,SUBTLEX
heap,,,,4.38,1.24,21.0,3.42,2.69,24.0,,,,,,0.0,3.9,1.18,0.0,29.0,249.0
hearsay,,,,3.82,1.5,22.0,4.59,2.36,22.0,,,,,,0.0,1.82,1.06,0.0,28.0,78.0
hearse,,,,2.78,1.7,18.0,3.64,2.68,22.0,,,,,,0.0,4.85,0.46,2.0,29.0,81.0
heart,,,,6.95,1.87,41.0,5.07,2.96,44.0,,,,,,0.0,4.52,0.95,0.0,29.0,12453.0
heart disease,,,,2.09,1.77,22.0,5.8,2.35,20.0,,,,,,1.0,3.56,1.47,0.0,25.0,0.0
heartache,,,,3.23,2.07,22.0,5.24,2.55,21.0,,,,,,0.0,2.2,1.35,0.0,25.0,74.0
heartbeat,,,,6.24,1.81,21.0,4.43,2.0,23.0,,,,,,0.0,4.08,1.35,0.0,26.0,284.0
heartbreak,,,,2.45,1.57,22.0,5.65,2.21,26.0,,,,,,0.0,2.15,1.43,0.0,27.0,112.0
heartbreaker,,,,3.76,1.92,21.0,4.45,2.34,22.0,,,,,,0.0,2.14,1.15,0.0,28.0,32.0
heartbreaking,,,,2.91,2.45,22.0,4.86,2.69,21.0,,,,,,0.0,2.04,1.22,0.0,26.0,61.0
heartbroken,,,,1.95,1.0,20.0,6.6,2.84,20.0,,,,,,0.0,2.37,1.3,0.0,30.0,93.0
heartburn,,,,2.9,1.41,21.0,4.0,2.47,24.0,,,,,,0.0,3.39,1.45,0.0,28.0,38.0
hearted,,,,6.0,1.9,22.0,4.5,2.35,22.0,,,,,,,,,,,
heartfelt,,,,6.7,2.15,20.0,3.83,2.91,24.0,,,,,,0.0,1.89,0.99,0.0,28.0,72.0
hearth,,,,5.86,1.8,21.0,3.61,1.44,23.0,,,,,,0.0,4.38,1.15,1.0,30.0,34.0
heartland,,,,6.0,2.0,20.0,4.32,3.2,19.0,,,,,,0.0,2.31,0.88,2.0,28.0,28.0
heartless,,,,2.8,1.88,20.0,4.82,2.3,22.0,,,,,,0.0,1.79,1.17,1.0,29.0,179.0
hearty,,,,7.25,1.33,20.0,3.71,2.05,21.0,,,,,,0.0,2.55,1.15,0.0,29.0,99.0
heater,,,,6.57,1.83,21.0,3.26,2.35,19.0,,,,,,0.0,4.8,0.5,0.0,25.0,139.0
heathen,,,,3.71,1.68,21.0,4.2,2.45,25.0,,,,,,0.0,3.04,1.35,1.0,29.0,81.0
heating,,,,5.85,1.63,20.0,3.61,2.55,18.0,,,,,,0.0,3.34,1.4,0.0,29.0,137.0
heave,,,,4.1,1.71,20.0,4.0,2.28,21.0,,,,,,0.0,3.67,1.27,0.0,30.0,186.0
heaven,,,,7.5,2.24,40.0,4.23,2.86,22.0,,,,,,0.0,1.81,1.47,0.0,27.0,2887.0
heavenly,,,,7.89,1.52,19.0,4.95,2.94,22.0,,,,,,0.0,1.5,0.86,0.0,26.0,282.0
heavy,,,,4.78,1.8,18.0,3.65,2.7,20.0,18.41935483870968,4.0,1.0,3.37,3.666666667,0.0,3.37,1.47,0.0,27.0,2412.0
heavy metal,,,,4.61,2.25,23.0,4.86,2.87,22.0,,,,,,1.0,3.7,1.2,1.0,28.0,0.0
heavyweight,,,,4.37,1.34,19.0,3.83,2.26,18.0,,,,,,0.0,3.52,1.33,0.0,25.0,178.0
heck,,,,4.29,1.42,21.0,3.12,2.54,24.0,,,,,,,,,,,
hectic,,,,2.8,1.15,20.0,4.45,2.96,20.0,,,,,,0.0,1.96,1.32,0.0,27.0,94.0
hedge,,,,5.14,1.32,22.0,3.39,2.08,23.0,,,,,,0.0,4.54,0.79,0.0,28.0,79.0
heed,,,,4.77,1.41,22.0,4.44,1.92,18.0,,,,,,0.0,1.93,1.17,3.0,30.0,92.0
heel,,,,4.63,1.07,19.0,4.55,1.76,20.0,,,,,,0.0,4.86,0.36,0.0,28.0,377.0
hefty,,,,3.85,1.18,20.0,4.05,2.01,21.0,,,,,,0.0,3.07,1.19,0.0,29.0,62.0
heifer,,,,4.29,2.05,21.0,4.55,2.48,20.0,,,,,,0.0,4.22,1.28,3.0,30.0,61.0
height,,,,5.83,1.25,18.0,3.85,2.06,20.0,,,,,,0.0,3.86,1.41,0.0,29.0,476.0
heightened,,,,6.37,1.74,19.0,4.59,2.11,22.0,,,,,,0.0,2.38,1.13,0.0,26.0,43.0
heinous,,,,2.77,1.72,22.0,5.38,2.5,26.0,,,,,,0.0,1.71,0.85,2.0,30.0,82.0
heir,,,,6.29,1.15,21.0,4.0,2.53,26.0,,,,,,0.0,3.21,1.52,0.0,28.0,266.0
heiress,,,,5.68,1.92,19.0,4.6,2.48,20.0,,,,,,0.0,3.89,1.42,0.0,27.0,58.0
heirloom,,,,6.35,1.09,20.0,4.55,2.48,22.0,,,,,,0.0,3.73,1.26,0.0,30.0,43.0
heist,,,,4.16,2.17,19.0,6.4,1.82,20.0,,,,,,0.0,3.3,1.49,0.0,30.0,160.0
helicopter,,,,5.55,1.32,20.0,6.11,2.61,18.0,,,,,,0.0,4.62,1.02,0.0,26.0,806.0
helipad,,,,4.52,1.47,23.0,5.09,2.56,22.0,,,,,,,,,,,
heliport,,,,5.63,1.01,19.0,4.14,1.9,21.0,,,,,,0.0,4.7,0.76,3.0,26.0,21.0
helium,,,,6.35,1.39,20.0,3.57,2.54,21.0,,,,,,0.0,3.96,1.16,0.0,24.0,73.0
helix,,,,5.75,1.55,20.0,3.5,1.77,22.0,,,,,,,,,,,
hell,,,,2.55,2.2,38.0,6.26,2.55,39.0,,,,,,0.0,2.41,1.72,0.0,29.0,24012.0
hellfire,,,,2.85,1.9,20.0,5.1,2.66,21.0,,,,,,0.0,2.52,1.64,4.0,29.0,39.0
hellhole,,,,2.1,1.68,20.0,6.33,2.7,18.0,,,,,,0.0,3.0,1.62,1.0,27.0,78.0
hellish,,,,2.67,2.11,21.0,4.48,3.03,23.0,,,,,,0.0,2.16,1.34,1.0,26.0,39.0
helmet,,,,5.26,1.19,19.0,3.71,2.1,21.0,,,,,,0.0,4.92,0.27,0.0,26.0,483.0
helmsman,,,,5.19,1.4,21.0,3.0,2.02,22.0,,,,,,0.0,4.28,1.02,4.0,29.0,26.0
helper,,,,6.71,1.19,21.0,3.22,2.32,23.0,,,,,,0.0,3.39,1.42,0.0,28.0,103.0
hem,,,,5.47,1.12,19.0,3.05,2.04,20.0,,,,,,0.0,4.43,0.96,0.0,28.0,42.0
hematoma,,,,3.11,1.59,19.0,4.62,2.6,21.0,,,,,,0.0,3.33,1.66,4.0,28.0,57.0
hemisphere,,,,5.33,1.39,21.0,3.32,2.39,25.0,,,,,,0.0,3.58,1.39,0.0,31.0,76.0
hemlock,,,,4.65,1.63,20.0,3.86,2.25,22.0,,,,,,0.0,4.88,0.44,2.0,27.0,32.0
hemoglobin,,,,5.32,1.16,19.0,3.09,1.9,22.0,,,,,,0.0,4.08,1.44,0.0,24.0,28.0
hemorrhage,,,,2.32,1.78,22.0,5.0,2.76,21.0,,,,,,0.0,3.59,1.26,1.0,23.0,87.0
hemostat,,,,4.65,1.23,20.0,3.92,2.57,24.0,,,,,,,,,,,
hen,,,,6.14,1.74,21.0,3.39,2.23,18.0,10.375,3.0,1.0,4.9,2.076923077,0.0,4.9,0.41,0.0,29.0,163.0
henhouse,,,,4.6,1.98,20.0,3.91,2.18,22.0,,,,,,0.0,4.7,0.82,1.0,28.0,20.0
hepatitis,,,,2.33,1.43,21.0,3.83,2.75,24.0,,,,,,0.0,3.96,1.34,0.0,27.0,79.0
herald,,,,4.89,2.23,19.0,3.85,2.25,20.0,,,,,,0.0,2.87,1.36,0.0,30.0,132.0
herb,,,,6.72,1.74,18.0,3.26,2.68,23.0,,,,,,0.0,4.57,1.03,1.0,29.0,254.0
herbal,,,,6.14,1.68,21.0,3.87,2.24,23.0,,,,,,0.0,3.57,1.17,0.0,28.0,82.0
herbs,,,,6.09,1.44,22.0,3.96,2.99,23.0,,,,,,0.0,4.79,0.49,0.0,29.0,141.0
herd,,,,5.67,1.68,21.0,3.33,2.08,24.0,,,,,,0.0,4.11,1.2,0.0,28.0,360.0
hereditary,,,,5.25,2.12,20.0,4.05,2.55,22.0,,,,,,0.0,2.0,1.25,0.0,28.0,60.0
heresy,,,,4.47,1.98,19.0,4.7,2.62,20.0,,,,,,0.0,2.04,1.37,0.0,28.0,51.0
heretic,,,,3.55,1.71,22.0,5.36,2.22,25.0,,,,,,0.0,3.23,1.42,3.0,29.0,30.0
heritage,,,,6.86,1.28,21.0,3.77,2.07,22.0,,,,,,0.0,2.34,1.2,0.0,29.0,129.0
hermit,,,,4.1,1.73,21.0,3.88,2.47,26.0,,,,,,0.0,4.29,1.12,0.0,28.0,60.0
hernia,,,,2.48,1.57,21.0,5.42,2.46,19.0,,,,,,0.0,3.58,1.32,1.0,25.0,91.0
hero,,,,7.44,1.79,18.0,6.35,2.43,20.0,,,,,,0.0,3.07,1.47,0.0,27.0,2542.0
heroic,,,,7.45,2.06,20.0,5.48,2.38,21.0,,,,,,0.0,1.85,0.99,2.0,29.0,234.0
heroin,,,,2.74,2.6,19.0,4.62,2.07,42.0,,,,,,0.0,4.57,0.94,22.0,5867.0,501.0
heroine,,,,4.86,2.9,21.0,5.43,2.01,21.0,,,,,,0.0,4.21,1.08,0.0,29.0,74.0
heroism,,,,7.05,1.94,22.0,5.96,2.31,26.0,,,,,,0.0,2.67,1.37,0.0,30.0,56.0
herpes,,,,1.57,0.87,21.0,5.58,2.44,26.0,,,,,,0.0,3.88,1.24,0.0,25.0,66.0
herring,,,,4.9,1.81,21.0,3.35,2.5,20.0,,,,,,0.0,4.68,0.9,0.0,25.0,152.0
hertz,,,,5.0,0.92,20.0,3.5,2.13,22.0,,,,,,0.0,2.63,1.67,1.0,28.0,32.0
hesitant,,,,3.48,1.57,21.0,2.83,1.9,23.0,,,,,,0.0,1.88,1.01,1.0,26.0,21.0
hesitation,,,,3.67,1.56,21.0,3.61,2.5,23.0,,,,,,0.0,2.59,1.21,0.0,29.0,94.0
hetero,,,,4.94,1.66,18.0,4.05,2.27,21.0,,,,,,0.0,2.52,1.61,2.0,27.0,20.0
heterosexual,,,,6.62,1.83,21.0,5.1,2.69,20.0,,,,,,0.0,3.0,1.46,0.0,30.0,88.0
hex,,,,2.47,1.74,19.0,4.77,2.0,22.0,,,,,,0.0,2.16,1.14,1.0,26.0,66.0
hiatus,,,,5.65,1.46,20.0,3.71,2.37,21.0,,,,,,0.0,2.07,1.13,1.0,30.0,20.0
hibernation,,,,6.05,1.35,19.0,3.55,2.06,22.0,,,,,,0.0,3.26,1.38,0.0,27.0,30.0
hiccup,,,,4.5,1.96,20.0,3.95,2.29,21.0,,,,,,0.0,4.31,1.09,0.0,26.0,27.0
hick,,,,3.67,1.43,21.0,4.24,1.83,25.0,,,,,,0.0,3.45,1.44,1.0,23.0,102.0
hickey,,,,5.14,1.93,21.0,5.04,2.3,25.0,,,,,,0.0,4.55,0.99,1.0,30.0,70.0
hickory,,,,5.9,2.07,21.0,2.95,2.16,20.0,,,,,,0.0,4.34,1.04,0.0,29.0,69.0
hide,,,,4.9,1.53,40.0,3.52,2.24,44.0,15.791666666666666,3.0,1.0,3.2099999999999995,4.75,0.0,3.21,1.4,0.0,29.0,3554.0
hideaway,,,,5.76,2.28,21.0,3.57,2.69,23.0,,,,,,0.0,3.56,1.08,0.0,25.0,52.0
hideout,,,,4.55,1.5,20.0,4.67,2.31,21.0,,,,,,0.0,3.83,1.39,0.0,30.0,80.0
hierarchy,,,,4.95,1.67,20.0,4.11,2.37,18.0,,,,,,0.0,2.59,1.34,0.0,27.0,32.0
hieroglyphics,,,,6.14,1.49,21.0,3.33,2.58,24.0,,,,,,0.0,4.08,1.16,0.0,26.0,22.0
high heels,,,,6.11,1.94,19.0,5.2,2.4,20.0,,,,,,,,,,,
highball,,,,5.33,1.74,21.0,4.48,2.69,23.0,,,,,,0.0,4.08,1.32,4.0,28.0,34.0
highland,,,,5.9,1.81,21.0,4.95,2.89,20.0,,,,,,0.0,3.86,1.3,2.0,30.0,81.0
highlight,,,,6.58,1.87,19.0,3.8,2.42,20.0,,,,,,0.0,3.11,1.34,0.0,27.0,79.0
highness,,,,5.65,1.87,23.0,4.77,2.52,22.0,,,,,,0.0,2.44,1.42,0.0,25.0,807.0
hightail,,,,4.95,1.69,21.0,4.73,2.64,22.0,,,,,,0.0,2.29,1.04,1.0,32.0,25.0
highway,,,,5.19,1.54,21.0,4.28,2.34,43.0,,,,,,0.0,4.72,0.7,0.0,29.0,911.0
hijack,,,,1.84,1.5,19.0,6.1,2.23,21.0,,,,,,0.0,3.33,1.47,0.0,27.0,79.0
hijacker,,,,1.85,1.39,20.0,6.75,2.65,20.0,,,,,,0.0,4.03,1.07,0.0,30.0,26.0
hiking boot,,,,5.19,1.66,21.0,3.78,2.24,23.0,,,,,,,,,,,
hilarious,,,,7.8,1.54,20.0,6.11,2.19,18.0,,,,,,0.0,2.39,1.2,0.0,28.0,295.0
hill,,,,5.41,1.62,22.0,3.15,1.79,20.0,,,,,,0.0,4.93,0.27,0.0,27.0,1915.0
hillside,,,,6.27,1.93,22.0,4.28,2.08,18.0,,,,,,0.0,4.78,0.51,0.0,27.0,62.0
hilltop,,,,6.15,1.27,20.0,3.09,1.8,22.0,,,,,,0.0,4.76,0.44,0.0,29.0,28.0
hilly,,,,5.7,1.42,20.0,3.43,2.2,21.0,,,,,,0.0,3.88,1.36,3.0,28.0,62.0
hilt,,,,5.15,1.5,20.0,3.35,2.12,17.0,,,,,,,,,,,
hind,,,,4.7,1.56,20.0,2.71,1.9,17.0,,,,,,0.0,3.96,1.43,2.0,29.0,125.0
hindsight,,,,5.19,1.75,21.0,4.28,2.44,18.0,,,,,,0.0,2.07,1.3,0.0,28.0,46.0
hinge,,,,5.21,1.72,19.0,3.25,2.38,20.0,,,,,,0.0,4.57,0.96,0.0,28.0,29.0
hip,,,,5.86,1.88,21.0,3.8,2.71,20.0,,,,,,0.0,4.21,1.2,0.0,28.0,786.0
hip hop,,,,4.84,2.29,19.0,4.5,1.82,22.0,,,,,,1.0,3.33,1.3,0.0,27.0,0.0
hippie,,,,4.6,1.5,20.0,3.91,2.11,22.0,,,,,,0.0,4.07,1.39,0.0,29.0,139.0
hippo,,,,5.68,1.36,22.0,5.09,2.54,23.0,,,,,,0.0,4.93,0.27,0.0,27.0,72.0
historian,,,,6.0,1.69,20.0,2.76,1.64,21.0,,,,,,0.0,3.9,1.37,0.0,31.0,45.0
historic,,,,6.2,1.54,20.0,4.12,2.29,24.0,,,,,,0.0,1.93,1.21,0.0,28.0,185.0
historical,,,,6.57,1.43,21.0,2.59,1.62,22.0,,,,,,0.0,1.93,1.14,0.0,30.0,269.0
history,,,,6.0,2.09,18.0,3.38,1.77,21.0,,,,,,0.0,2.96,1.37,1.0,27.0,4280.0
hitch,,,,5.29,1.85,21.0,4.22,2.65,18.0,,,,,,0.0,3.93,1.31,0.0,30.0,208.0
hitchhike,,,,4.74,1.45,19.0,5.05,2.2,21.0,,,,,,0.0,3.44,1.22,0.0,27.0,48.0
hitchhiker,,,,3.6,1.54,20.0,4.35,2.71,23.0,,,,,,0.0,4.83,0.38,0.0,29.0,50.0
hitter,,,,3.05,1.54,19.0,4.55,2.61,20.0,,,,,,0.0,3.96,1.19,1.0,24.0,79.0
hiv,,,,1.53,0.9,19.0,5.1,2.86,20.0,,,,,,,,,,,
hive,,,,4.0,1.37,19.0,4.28,2.27,18.0,,,,,,0.0,4.83,0.46,0.0,30.0,50.0
hoard,,,,3.7,1.75,20.0,4.82,2.3,22.0,,,,,,0.0,3.33,1.39,1.0,28.0,23.0
hoarse,,,,3.85,1.31,20.0,3.17,2.41,23.0,,,,,,0.0,3.07,1.41,0.0,27.0,25.0
hoax,,,,3.85,1.79,20.0,5.05,2.1,22.0,,,,,,0.0,2.67,1.41,0.0,27.0,123.0
hobbit,,,,6.28,1.67,18.0,4.25,2.73,20.0,,,,,,0.0,4.17,1.39,0.0,29.0,73.0
hobby,,,,6.67,1.46,21.0,3.05,2.06,22.0,,,,,,0.0,2.93,1.44,0.0,27.0,354.0
hobo,,,,3.94,2.13,18.0,4.5,2.35,20.0,,,,,,0.0,4.12,1.39,0.0,24.0,91.0
hock,,,,4.59,1.14,22.0,3.38,2.33,21.0,,,,,,0.0,3.29,1.4,3.0,27.0,110.0
hockey,,,,5.32,2.11,19.0,4.06,2.53,18.0,,,,,,0.0,4.31,1.01,0.0,26.0,588.0
hoe,,,,4.8,2.5,20.0,5.4,2.46,20.0,,,,,,0.0,4.74,0.81,2.0,29.0,47.0
hog,,,,4.55,2.24,20.0,2.9,1.92,21.0,,,,,,0.0,4.66,0.67,0.0,29.0,261.0
hogwash,,,,4.42,1.64,19.0,5.76,1.51,21.0,,,,,,0.0,2.37,1.47,1.0,28.0,30.0
hoist,,,,5.0,1.38,22.0,4.79,1.84,19.0,,,,,,0.0,4.0,1.3,0.0,27.0,105.0
hokey,,,,5.71,2.37,21.0,4.75,2.47,20.0,,,,,,0.0,2.0,1.44,2.0,29.0,30.0
hold,,,,6.05,1.76,22.0,4.86,2.17,21.0,12.428571428571429,4.0,1.0,3.68,6.684210526,0.0,3.68,1.44,0.0,28.0,22273.0
holder,,,,5.17,1.69,24.0,2.85,1.81,20.0,,,,,,0.0,3.74,1.2,1.0,28.0,82.0
holdup,,,,3.29,1.82,21.0,4.96,2.93,23.0,,,,,,0.0,3.04,1.3,0.0,24.0,132.0
holiness,,,,5.18,2.4,22.0,3.48,2.38,21.0,,,,,,0.0,1.56,1.12,0.0,27.0,159.0
holistic,,,,6.33,2.17,18.0,3.0,2.45,22.0,,,,,,0.0,2.08,1.29,0.0,26.0,20.0
holler,,,,3.68,1.97,19.0,4.75,2.79,20.0,,,,,,0.0,3.57,1.48,0.0,30.0,301.0
hollow,,,,4.67,1.68,21.0,3.41,1.99,22.0,,,,,,0.0,3.61,1.34,0.0,28.0,621.0
holly,,,,6.67,1.96,21.0,4.3,2.64,20.0,,,,,,0.0,4.5,0.93,1.0,25.0,548.0
hologram,,,,6.22,1.63,18.0,4.23,2.65,22.0,,,,,,0.0,4.35,0.8,0.0,26.0,33.0
holographic,,,,6.33,1.5,18.0,4.23,2.58,22.0,,,,,,0.0,3.11,1.62,1.0,29.0,53.0
holster,,,,4.44,1.04,18.0,5.35,2.01,20.0,,,,,,0.0,4.59,0.78,1.0,30.0,111.0
holy,,,,6.06,2.65,18.0,3.37,2.87,19.0,,,,,,0.0,1.67,1.14,0.0,27.0,3475.0
homage,,,,5.65,1.73,20.0,3.48,2.06,21.0,,,,,,0.0,2.17,1.42,0.0,29.0,67.0
hombre,,,,5.09,1.59,23.0,4.05,2.38,22.0,,,,,,0.0,3.92,1.5,4.0,29.0,84.0
hombres,,,,6.37,1.67,19.0,3.73,2.88,22.0,,,,,,0.0,3.96,1.24,2.0,27.0,20.0
homeboy,,,,5.67,1.93,21.0,3.5,2.34,24.0,,,,,,0.0,3.62,1.28,1.0,25.0,124.0
homecoming,,,,6.95,1.66,21.0,4.14,2.52,21.0,,,,,,0.0,3.08,1.53,0.0,25.0,285.0
homeland,,,,5.37,2.27,19.0,4.19,2.46,21.0,,,,,,0.0,3.45,1.48,0.0,29.0,244.0
homeless,,,,2.21,1.32,19.0,4.38,2.18,21.0,,,,,,0.0,3.04,1.75,0.0,28.0,543.0
homely,,,,4.7,1.66,20.0,3.45,1.77,22.0,,,,,,0.0,2.32,1.59,0.0,28.0,47.0
homemade,,,,7.38,1.02,21.0,4.08,2.89,24.0,,,,,,0.0,2.9,1.49,0.0,30.0,146.0
homeowner,,,,6.9,2.02,20.0,4.65,2.64,17.0,,,,,,0.0,3.93,1.62,0.0,30.0,60.0
homeroom,,,,4.67,2.15,21.0,3.88,2.52,25.0,,,,,,0.0,4.3,1.03,1.0,28.0,59.0
homesick,,,,3.0,1.17,20.0,4.05,2.33,20.0,,,,,,0.0,2.86,1.55,0.0,29.0,123.0
homestead,,,,5.84,1.42,19.0,3.45,2.42,20.0,,,,,,0.0,4.07,1.26,0.0,30.0,59.0
hometown,,,,6.8,1.64,20.0,3.52,2.44,21.0,,,,,,0.0,3.33,1.47,1.0,28.0,199.0
homeward,,,,6.37,1.42,19.0,4.24,1.76,21.0,,,,,,0.0,2.14,1.19,1.0,30.0,39.0
homework,,,,3.32,1.55,22.0,4.74,2.56,23.0,,,,,,0.0,4.5,0.63,0.0,30.0,1027.0
homey,,,,5.68,2.33,19.0,3.41,2.58,22.0,,,,,,0.0,2.0,1.12,2.0,30.0,171.0
homicidal,,,,2.0,1.2,19.0,6.24,2.96,21.0,,,,,,0.0,1.76,1.23,1.0,26.0,103.0
homicide,,,,1.5,0.92,18.0,6.1,2.4,20.0,,,,,,0.0,3.82,1.47,0.0,28.0,782.0
homing,,,,5.05,0.83,20.0,3.83,2.25,23.0,,,,,,0.0,2.0,1.14,3.0,30.0,71.0
hominy,,,,4.35,1.14,20.0,3.33,1.68,21.0,,,,,,,,,,,
homo,,,,3.11,1.88,19.0,3.36,1.97,22.0,,,,,,,,,,,
homophobic,,,,2.7,1.66,20.0,5.14,3.05,21.0,,,,,,0.0,2.5,1.4,0.0,28.0,37.0
homosexual,,,,4.65,1.98,20.0,3.67,2.35,18.0,,,,,,0.0,3.85,1.23,0.0,27.0,241.0
homosexuality,,,,5.11,2.0,19.0,4.05,2.52,21.0,,,,,,0.0,3.03,1.35,0.0,30.0,49.0
honcho,,,,5.0,1.41,19.0,3.05,1.96,20.0,,,,,,,,,,,
honey,,,,7.27,1.66,41.0,4.38,2.65,40.0,,,,,,0.0,4.88,0.33,0.0,26.0,15325.0
honeycomb,,,,6.55,2.09,20.0,3.95,2.37,19.0,,,,,,0.0,4.72,0.68,0.0,25.0,20.0
honeymoon,,,,7.53,1.81,19.0,5.91,2.97,22.0,,,,,,0.0,3.59,1.27,0.0,29.0,826.0
honk,,,,4.95,1.66,21.0,3.96,2.94,24.0,,,,,,0.0,4.52,0.8,0.0,27.0,122.0
honky,,,,3.45,2.04,22.0,3.76,2.36,21.0,,,,,,0.0,2.35,1.4,4.0,27.0,82.0
honor,,,,6.9,1.89,20.0,4.63,2.27,41.0,,,,,,0.0,1.68,1.07,0.0,25.0,4912.0
honorable,,,,7.68,1.38,19.0,4.78,2.24,23.0,,,,,,0.0,1.78,0.8,0.0,27.0,369.0
honorary,,,,6.42,1.89,19.0,3.9,2.31,20.0,,,,,,0.0,1.75,1.22,2.0,26.0,77.0
hooch,,,,4.19,2.16,21.0,4.36,2.16,25.0,,,,,,0.0,4.22,0.97,3.0,30.0,53.0
hood,,,,4.95,1.73,20.0,3.33,2.25,18.0,,,,,,0.0,4.88,0.43,0.0,26.0,785.0
hoodlum,,,,3.9,2.14,21.0,5.35,2.43,20.0,,,,,,0.0,4.03,1.08,0.0,31.0,66.0
hoof,,,,4.74,2.08,19.0,3.23,1.69,22.0,,,,,,0.0,4.89,0.42,0.0,28.0,88.0
hook,,,,4.0,1.38,22.0,4.0,2.08,20.0,,,,,,0.0,4.79,0.49,0.0,29.0,1938.0
hooker,,,,3.42,2.43,19.0,4.91,2.56,23.0,,,,,,0.0,4.5,0.92,1.0,29.0,598.0
hookup,,,,5.78,2.07,18.0,4.81,2.46,21.0,,,,,,0.0,3.48,1.34,1.0,28.0,40.0
hooky,,,,4.4,2.09,20.0,4.24,2.79,21.0,,,,,,0.0,2.29,1.55,2.0,26.0,43.0
hooligan,,,,3.1,1.51,21.0,5.5,2.22,22.0,,,,,,0.0,3.59,1.31,0.0,27.0,37.0
hoop,,,,6.26,1.63,19.0,3.15,1.95,20.0,,,,,,0.0,4.74,0.71,0.0,27.0,137.0
hoopla,,,,5.23,1.07,22.0,5.19,2.14,26.0,,,,,,,,,,,
hooter,,,,4.7,2.56,20.0,3.96,2.59,25.0,,,,,,0.0,3.75,1.03,3.0,27.0,28.0
hop,,,,5.89,1.91,19.0,3.71,2.55,21.0,,,,,,0.0,3.8,1.45,0.0,30.0,977.0
hopeful,,,,7.44,1.34,41.0,4.84,2.64,45.0,,,,,,0.0,1.7,1.07,0.0,27.0,152.0
hopeless,,,,2.2,1.2,20.0,4.52,2.38,25.0,,,,,,0.0,1.59,0.98,0.0,29.0,456.0
horde,,,,4.21,1.87,19.0,5.05,2.38,21.0,,,,,,0.0,3.7,1.21,1.0,31.0,58.0
horizon,,,,6.48,1.66,21.0,4.25,3.11,20.0,,,,,,0.0,4.44,0.97,0.0,27.0,228.0
horizontal,,,,5.86,1.68,21.0,4.25,2.71,20.0,,,,,,0.0,3.46,1.45,0.0,28.0,77.0
hormonal,,,,4.1,2.05,20.0,5.41,2.59,22.0,,,,,,0.0,2.66,1.26,0.0,29.0,43.0
hormone,,,,4.86,1.59,21.0,4.87,2.46,23.0,,,,,,0.0,3.33,1.42,0.0,30.0,69.0
horn,,,,5.0,1.38,20.0,4.22,2.58,18.0,,,,,,0.0,5.0,0.0,0.0,28.0,1075.0
horned,,,,4.2,1.58,20.0,4.61,2.59,18.0,,,,,,0.0,4.0,1.22,0.0,29.0,27.0
hornet,,,,3.37,1.98,19.0,5.73,2.55,22.0,,,,,,0.0,4.96,0.19,0.0,28.0,68.0
horny,,,,6.84,1.26,19.0,6.28,2.37,18.0,,,,,,0.0,2.87,1.41,0.0,30.0,428.0
horoscope,,,,5.29,1.9,21.0,3.95,2.25,21.0,,,,,,0.0,3.29,1.54,0.0,28.0,60.0
horrible,,,,2.33,2.31,21.0,5.95,2.57,19.0,,,,,,0.0,2.2,1.06,0.0,30.0,2164.0
horrid,,,,2.68,1.38,19.0,6.0,2.07,22.0,,,,,,0.0,2.14,1.27,1.0,29.0,125.0
horrific,,,,2.2,1.99,20.0,6.0,2.0,21.0,,,,,,0.0,2.5,1.31,0.0,30.0,70.0
horrifying,,,,2.68,1.67,19.0,6.29,2.65,24.0,,,,,,0.0,2.52,1.5,0.0,29.0,80.0
horror,,,,3.38,2.29,40.0,6.13,2.43,39.0,,,,,,0.0,2.5,1.45,0.0,28.0,468.0
horseback,,,,5.85,2.16,20.0,5.2,2.28,20.0,,,,,,0.0,4.41,1.02,0.0,29.0,95.0
horseman,,,,5.95,1.4,21.0,3.42,2.46,19.0,,,,,,0.0,4.3,1.23,0.0,27.0,61.0
horsepower,,,,5.57,2.11,21.0,4.52,2.58,25.0,,,,,,0.0,2.48,1.37,0.0,27.0,62.0
horseradish,,,,4.68,2.33,19.0,3.74,2.28,23.0,,,,,,0.0,4.81,0.48,0.0,31.0,25.0
horseshit,,,,2.95,2.46,19.0,4.17,2.64,23.0,,,,,,0.0,4.52,0.85,2.0,29.0,116.0
horseshoe,,,,4.91,1.95,22.0,4.15,2.13,26.0,,,,,,0.0,5.0,0.0,0.0,28.0,52.0
horsey,,,,5.52,1.69,21.0,4.48,2.16,21.0,,,,,,0.0,3.54,1.35,1.0,25.0,42.0
hose,,,,5.0,1.18,21.0,4.54,2.38,24.0,10.763157894736842,3.0,1.0,4.87,2.307692308,0.0,4.87,0.43,0.0,30.0,411.0
hospice,,,,3.53,1.95,19.0,4.22,2.89,23.0,,,,,,0.0,3.93,1.33,0.0,27.0,34.0
hospitable,,,,7.0,1.62,20.0,3.62,2.13,21.0,,,,,,0.0,1.81,0.88,0.0,27.0,42.0
hospital,,,,3.52,1.99,42.0,5.07,2.94,44.0,,,,,,0.0,4.64,0.95,0.0,25.0,6334.0
hospitality,,,,7.27,1.72,22.0,3.33,2.24,21.0,,,,,,0.0,2.15,1.26,0.0,27.0,231.0
